# NIfTI图像相关性分析结果
# 图像1: data/drm_data/targetDRM.nii.gz
# 图像2: output/direct_resampling_test/direct_resampling_result.nii.gz
# 掩码类型: 两个图像都非零的像素
# 分析时间: 2025-06-29 23:04:49
# Pearson r: 0.450455
# Pearson p: 1.232510e-20
# Spearman r: 0.383810
# Spearman p: 5.835887e-15
# 有效像素数量: 385
#
Image1,Image2
1.3174559700162984,0.0682817643222707
1.0467767833218662,0.592241873121797
0.7469884248758533,0.3216488565933882
0.7197859555969655,0.14213806052931927
0.8246917372461067,1.3097287247609117
0.9344390481920029,0.12482020122015297
0.9023677361821677,1.1380681416466465
0.7866495593630465,1.162245319135121
0.7543550750516637,1.0169328959295825
0.8810288838211346,0.023662795324076665
0.8434123320464258,0.014776773835697705
0.8604347397811044,0.013859550706854448
0.7970406506955361,0.040438302654266074
0.5352285571314849,0.3514176858446133
0.5105244593443518,0.21739760730751417
0.6921798225570673,0.2034565934059135
0.913557526501562,0.2487126862022528
0.6222019130594215,0.0650359510993119
0.4236821360524444,0.5627159146133067
0.4205654744735341,0.3272704956335087
0.5545755107257127,0.30422781363044565
0.8750078623699782,0.4484509700899057
0.725976459780031,0.0633484357126159
0.5407514265685234,0.5565743775558186
0.4635474801761692,0.39965841793028456
0.4940854808184477,0.41430825622622025
0.748357761399942,0.5593474940188743
0.9949792826301829,0.058728511274520244
0.7651839617506782,0.5332772085747073
0.5459390711581819,0.5184785786078331
0.5465291928706772,0.5002960988198986
0.7440720727281234,1.00364404821288
0.8492361598717405,0.061839853324761475
0.8572040146941586,0.6075859525427715
0.8919091745607273,0.9805194189429325
0.8095453855121914,1.0437626237184014
0.7753359397641363,1.1459459170643886
0.7670963125334892,0.056060192789417346
0.7203314577790352,0.2693323766815606
0.7467264963662504,0.24799143191668516
0.5813828403843144,0.06510023755204204
0.35392310032934193,0.38722938003160645
0.33488935099618183,0.22377663183212365
0.4462594300847294,0.20378232204890637
0.6298754811719777,0.2907934494056791
0.40832448150999856,0.31854644771779156
0.24881116096499034,0.2850986606966804
0.24614005065826913,0.15041314457817984
0.32559432693455476,0.13769157066494697
0.531391842223482,0.2512415124338501
0.4709418173371395,0.28943343636728686
0.31091255617458086,0.3188136413732142
0.2710731862402823,0.22024452573704595
0.3128321858504121,0.24409570760031143
0.5029384149799022,0.3985057451651729
0.7027840486986596,0.33084204620231134
0.5030004371526443,0.3994920849539268
0.3646111544863848,0.4554332543619327
0.3956897309255686,0.6069955978125989
0.6164487621902421,0.7558928609311972
0.6847414905150588,0.515626061420842
0.7234457535715532,0.8200289232858003
0.9017318953481868,0.07051750811699667
0.6760561638972873,0.3919396263147786
0.6029860350900079,0.35792971835219767
0.6368485816457429,0.31048102234290215
0.478517000530084,0.41204837063614497
0.2742223167039418,0.264087740154687
0.24605125129056538,0.12917527424058775
0.3035879106645073,0.10562583516211399
0.45268247771233683,0.1785969395186509
0.6927370458262548,0.07286883804237775
0.322654412833903,0.369218777383797
0.185677726219339,0.1580436282819236
0.17084571041344435,0.08496679864766496
0.2079854657008325,0.07333849851293381
0.344655520380813,0.14300872013947588
0.6691405065804568,0.32477204125146064
0.6545268338816895,0.4241174342981125
0.3572992197036723,0.3070608676124605
0.22136045020280098,0.17596357295109885
0.1857283693632407,0.14053638975080204
0.21485021161289186,0.15461185093432786
0.35767911591534685,0.2681797834769826
0.7279340808056856,0.5309641704565605
0.521561898229891,0.3722394485608551
0.35337591047053185,0.28584464077468463
0.25857413366672616,0.32938131734424214
0.2988581486549954,0.4237453839548824
0.5066607233043229,0.5624682945434916
0.8980707331992411,0.6886568012767039
0.6631549234520573,0.35158995321242353
0.5322149601184335,0.5887608496112353
0.6158511425493791,0.6162592202713656
0.7708456578657873,0.10929638964852853
0.6058399832537815,0.5839821139214114
0.5465468924708237,0.30860134707379805
0.5809376208083795,0.25037324325197363
0.42623029365110654,0.591117868075337
0.2643251922317342,0.23048813992646583
0.2387268117336637,0.104762821650558
0.2761493413277408,0.07714021329913136
0.4255273383536872,0.12782316328705035
0.6430247430815378,0.5267949940087637
0.2933195727471633,0.27028845045906336
0.18156536401035095,0.12432935369542907
0.16350966354468585,0.06875720042668934
0.1917145737366881,0.05254625959733586
0.31851173019732615,0.09686744438037947
0.5557654482565882,0.5856811221797011
0.2975875349124818,0.19373414071493233
0.1988858044633614,0.12775108914843225
0.16806799404645856,0.11228154120702835
0.19806330129488908,0.10947386718263653
0.33509209601776,0.18252375480001962
0.6871614353142089,0.4023489934719873
0.6310149694279751,0.30774672608689413
0.4028690198013253,0.2358951172922188
0.2773923601699458,0.19484003855660875
0.2166251278266041,0.21745685672776655
0.2714443203880375,0.2813669528774394
0.48061639985793786,0.4125175953561986
0.7228657681001801,0.21874858091610544
0.4983983417152415,0.36454055029358357
0.4211230676003189,0.3687357610137766
0.5497294744580249,0.4383337643578823
0.9433875298428532,0.32907938151663774
0.8479169490890063,0.33758447751332643
0.9602873206540732,0.30325763069162326
0.6649910849127622,0.10413536092744786
0.56691267817256,0.5576076024963309
0.5778105416643803,0.3176681094442803
0.3992507524173354,0.5658909508316666
0.2851129343655039,0.22198075233277184
0.2879846750179014,0.11183194760410163
0.3470455345123111,0.08241482012093793
0.5093750468161705,0.13918552784648677
0.5739162980149346,0.7251878268610399
0.27023651869867227,0.26402633637770895
0.19487957710037784,0.12927993048502498
0.18977495372892456,0.07580229184084386
0.23412513498320184,0.05241456673737722
0.375461163644137,0.09121448429689219
0.4687770423849735,0.4915452444707359
0.2551627710062006,0.1758371321523069
0.19279570491074483,0.1279714041586418
0.17497584724724177,0.10794529444236718
0.21783507594355359,0.08984680067720545
0.36031152616972417,0.1431044296271979
0.6946271370784215,0.33357980537327175
0.5498814863579878,0.40970588678020653
0.3355486627843048,0.17094570183514263
0.23531893277175256,0.13781589315509563
0.20670755997102666,0.1507930880080892
0.2780804299651342,0.1965148400690956
0.47833031389216735,0.32716761753701373
0.8588471802177359,0.02659564356960914
0.6233364345871467,0.23607206038820355
0.3943965609521217,0.19256456891433146
0.36130051367105376,0.2251795770715344
0.518572328933749,0.3301196195461412
0.7372978698569611,0.44749812326536925
0.9881917098372696,0.19951997832086496
0.8018690475193498,0.3587494755865688
0.7433760810314222,0.41484293785034043
0.8981046629741071,0.47991907785396104
0.3934772790782105,0.5774342795104236
0.30190797482476567,0.24038222420495645
0.34067139403293784,0.1488623867360977
0.4322796754306685,0.12032764109308261
0.5064232456255268,0.61610711236964
0.25902630279474165,0.2897706073033447
0.2073283204963827,0.1539652155886604
0.22088472938818346,0.1018842223226187
0.27805228046515146,0.07127886073320698
0.4077015880627091,0.11661095882515071
0.40355383897454755,0.42844878232768374
0.2328785844919137,0.19265419216063587
0.19428802341494567,0.14986087307897963
0.1925241196358693,0.1200985425105615
0.23843943835930578,0.09280716330141833
0.36513151063631416,0.14335287773264235
0.6777320728850309,0.3015450634500114
0.47754962277204,0.3586088883239865
0.2915502480500299,0.157252086988805
0.2241148699711676,0.12481146229233105
0.2250309045802415,0.1217482515752906
0.29996092186775053,0.15665661580817625
0.4687344083656515,0.29400249846031634
0.8146212846153629,0.4805644145533929
0.7695680790792601,0.19436951494430155
0.5207380271934761,0.1611905193918597
0.3476868451781937,0.12091197598245257
0.36049955263257755,0.1417764870022681
0.5323042240731352,0.2499165304531049
0.7272965271062899,0.4734827660439383
0.863650168152012,0.24642903418564083
0.6671237606533714,0.2015829153547423
0.674033960180887,0.25959750166295026
0.8644121073399036,0.4186668439744
0.9015326352111389,0.5383948315492149
0.4359257264812907,0.5846876060215422
0.33782755533948416,0.2787653439009428
0.3879062420510147,0.20313266260890064
0.48655952497940935,0.1966278592284066
0.577074090000405,0.26611160401292167
0.5131816340172988,0.5430913557985685
0.29824338919457755,0.3078394388418934
0.2387833166688776,0.18082754624770464
0.26282352627095024,0.13739163945676625
0.32541251830319373,0.11656032353803113
0.4298668881377412,0.180286344941026
0.43196039402635444,0.4001115272659051
0.26664340691264166,0.21538110083683024
0.2283446878325317,0.1691299389607625
0.23847026945278949,0.13903102253040314
0.28249448141309047,0.11903626090092789
0.39741334301009684,0.1811254081636816
0.6649901643984093,0.37374782008625257
0.5012657017983474,0.35954921773752047
0.32061008710547767,0.18019699242233805
0.2749558790976827,0.13048371817639284
0.2996702895726549,0.11425094015437523
0.36840840162587424,0.1434758591410233
0.5246170349010971,0.2816610386860773
0.7736372699355069,0.2902614731685463
0.5318081547090244,0.1603463317204755
0.40633249060336224,0.10975228871846981
0.45400510250641146,0.10788306673630639
0.6225081124624469,0.1943594078153095
0.7890683285634851,0.4432336118363392
0.6861471126254993,0.18538431615031697
0.7047456326354755,0.19117364791756855
0.8739544680021187,0.3374015880878989
0.5190129464331159,0.5800205153473537
0.3913377397900639,0.3230940474923608
0.4340005988776548,0.2521514595118102
0.5401232521779795,0.29517487834158174
0.6148332978591051,0.44283377057162915
0.6314221850104395,0.5670954383014868
0.38570624051940766,0.3342310372047426
0.29003033405694023,0.20897278014069173
0.3057529270904273,0.17368387746519304
0.3698508779653297,0.18690059367660564
0.470553381456973,0.29388055978268307
0.5774459725068036,0.4520943694330195
0.36123451464391315,0.2525967450333354
0.29748234460710643,0.18079197274800757
0.29955829705913367,0.151908676360661
0.3412944991069872,0.159324041003686
0.46169505526375393,0.25760837524114644
0.6451644839414655,0.433023607429132
0.4429967340483971,0.22318225762883878
0.40692462227684295,0.13804744606916433
0.4364188669336134,0.1133908281098259
0.4920406825821132,0.1483619119429244
0.6449948827375811,0.3034509607229337
0.6576191615196633,0.1959500009245672
0.5666064793457996,0.1334379251964855
0.6416411056274018,0.11159900805958549
0.8029718624655069,0.18626799880892303
0.7481011080449053,0.2731719693336026
0.7821271543448679,0.22011255532563354
0.5435567280093465,0.39864261608480916
0.5789483983833141,0.33269017998836825
0.5381659984496427,0.4005014346304708
0.42055329891240545,0.26540355187492765
0.4222306116588097,0.23825913470139337
0.48534693445029853,0.28149043461899265
0.5934960541920904,0.43874566378697244
0.7533973914272661,0.6130632166152568
0.5094967427703747,0.3182325995564351
0.44840392173588406,0.21332124064109428
0.4329741423123385,0.18803884801796242
0.46211315089306443,0.22427772331874407
0.5849230222499511,0.37327722767419613
0.6115209474539265,0.2877144267020515
0.6368819799950345,0.17110129853422665
0.6634197316037076,0.14419495412284836
0.6860856953617964,0.19860977316478298
0.7991286647412008,0.40522116138195835
0.7479255297534878,0.2077524085802006
0.8262273697413918,0.17279335459682288
0.7808203684666685,0.5279006326311477
0.6637880040244786,0.4533199214190093
0.6493749671172739,0.4284752569463285
0.7007441031078916,0.437346052136215
0.7433438218255386,0.4319719198284689
0.7114096271561974,0.36169198087707816
0.6905555996184103,0.3705808934222944
0.7022487790803744,0.4130841341938942
0.8078688918820764,0.5711674435339211
0.8078521794610308,0.39554195662374364
0.9046340494938913,0.3368427439237103
0.9396296817019281,0.42175351879533607
0.9248635402504001,0.7056996186714739
0.8130787326231883,0.8036428584129562
0.7621731599191901,0.736009550241219
0.815478122506667,0.6465169028162525
0.8465024106811571,0.708837876986649
0.8544682698040391,0.7457291532174035
0.9176666285688454,0.766044895663384
0.9298736293911707,0.8389409063769253
0.8531314386055434,1.0067245679415333
0.805583558556895,0.9891807766066911
0.8590175724485196,0.7934908447496046
0.84765606990773,0.9426210511962174
0.9149276036348972,1.083574739124305
1.0070784322716682,1.0887751561038859
1.0709233849535895,0.07475052628082388
0.9261515826562489,1.0585870750857402
0.8845619376161775,1.2651297913046093
0.9217514610702366,0.9793944449499621
0.9294884647218261,0.9750169916665713
0.9933478520721138,1.2084093817786181
1.0522919694096504,1.13202250835056
1.0509754508752156,0.8624910127545367
0.8608471060236238,0.10538100076653212
0.8234116674672735,0.07851159095812417
0.9441357437789087,1.1696981321334559
0.8529879864903065,1.473972700911971
0.8805088319248324,1.1094492513638459
0.9413815335980197,0.9933144041086635
0.9693492087867696,1.1323169751853703
1.02711333549554,0.9924569330659078
0.876586220726256,0.05647195330754785
0.7662149944642311,0.05358551958958449
1.0592172643034048,1.3494556859290208
0.8068837475621264,0.8326811395943766
0.7542953399374945,0.7802646967562812
0.9598410092263978,1.1398242597533497
0.8340121409267214,1.2399491811368226
0.831027512766918,1.0440385452960073
0.9485948976316636,0.9138801727063136
0.8128661918513165,1.0563663670770882
0.7530208543897576,1.2076545493062265
0.8882854204928637,0.8724933532282221
0.8325837852193906,0.8823802509923429
